SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-01694076,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 03:40:34 PM,12/14/2022 11:13:08 AM,12/14/2022 11:13:08 AM,2235 N HALSTED ST,,,60614,2235,N,HALSTED,ST,false,false,,,7,43,,O017,1,18,1812,29,,15,6,9,1170655.794686,1915223.75719,41.922865772,-87.648379999,"(41.922865771810244, -87.64837999869282)",16,68,21190,798,34,43
SR22-01693927,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 03:20:27 PM,10/24/2022 03:45:35 PM,10/24/2022 03:45:35 PM,4305 N MEADE AVE,,,60634,4305,N,MEADE,AVE,false,false,,,15,38,,A012,2,16,1624,21,,15,6,9,1134981.143605,1928040.871851,41.958744448,-87.779157571,"(41.95874444750078, -87.7791575709304)",52,15,22254,131,19,38
SR22-01693328,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 02:11:41 PM,03/27/2023 02:00:10 PM,03/27/2023 02:00:10 PM,,,,,,,,,false,false,,,,,,,,,,,,14,6,9,,,,,,,,,,,
SR22-01693139,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,09/23/2022 01:50:35 PM,09/23/2022 03:50:04 PM,09/23/2022 03:50:05 PM,4110 N MOODY AVE,,,60634,4110,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,21,,13,6,9,1134544.96535,1926764.373612,41.955249336,-87.780791421,"(41.955249335941424, -87.78079142115679)",52,15,22254,131,19,38
SR22-01692957,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 01:32:06 PM,02/14/2023 02:16:06 PM,02/14/2023 02:16:06 PM,1278 W 74TH PL,,,60636,1278,W,74TH,PL,false,false,,,67,17,,M039,3,07,0734,5,,13,6,9,1168769.769554,1855446.911803,41.758873676,-87.657039297,"(41.75887367550026, -87.65703929738683)",23,65,22257,408,31,17
SR22-01692641,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 01:00:28 PM,12/14/2022 11:13:22 AM,12/14/2022 11:13:22 AM,4352 S CHRISTIANA AVE,,,60632,4352,S,CHRISTIANA,AVE,false,false,,,58,12,,H032,2,08,0821,16,,13,6,9,1154672.463773,1875381.977682,41.813870945,-87.708174287,"(41.81387094462431, -87.70817428684909)",56,55,22248,640,8,12
SR22-01692242,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 12:13:31 PM,09/23/2022 03:39:06 PM,09/23/2022 03:39:06 PM,4031 N MOODY AVE,,,60634,4031,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,21,,12,6,9,1134707.894416,1926304.787027,41.953985299,-87.780203357,"(41.9539852990897, -87.78020335677232)",52,15,22254,131,19,38
SR22-01692091,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 11:56:46 AM,09/23/2022 02:42:04 PM,09/23/2022 02:42:04 PM,5111 N NORMANDY AVE,,,60656,5111,N,NORMANDY,AVE,false,false,,,10,45,,Z110,1,16,1613,48,,11,6,9,1130993.269674,1933644.058215,41.97419,-87.793689102,"(41.97419000048813, -87.79368910164962)",31,36,4448,700,50,41
SR22-01691998,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 11:44:25 AM,12/14/2022 11:14:04 AM,12/14/2022 11:14:04 AM,5353 N NORMANDY AVE,,,60656,5353,N,NORMANDY,AVE,false,false,,,10,41,,Z109,1,16,1613,45,,11,6,9,1131064.145135,1935266.529264,41.978640995,-87.793390861,"(41.97864099464079, -87.79339086102505)",31,36,4448,699,50,41
SR22-01691986,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 11:42:11 AM,12/14/2022 11:14:25 AM,12/14/2022 11:14:25 AM,5355 S NORMANDY AVE,,,60638,5355,S,NORMANDY,AVE,false,false,,,56,23,,Z134,1,08,0811,37,,11,6,9,1132639.417357,1868113.88857,41.79433743,-87.789163678,"(41.79433742992532, -87.78916367752393)",7,53,22268,588,6,23
SR22-01691374,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 10:29:07 AM,12/14/2022 11:14:53 AM,12/14/2022 11:14:53 AM,4645 N SHERIDAN RD,,,60640,4645,N,SHERIDAN,RD,false,false,,,3,46,,N011,1,19,1914,32,,10,6,9,1168953.892254,1931166.407891,41.966650212,-87.65416917,"(41.96665021154529, -87.65416917010513)",15,31,22616,19,39,46
SR22-01690996,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 09:44:53 AM,10/20/2022 03:07:28 PM,10/20/2022 03:07:28 PM,10107 S CRANDON AVE,,,60617,10107,S,CRANDON,AVE,false,false,,,51,7,,V046,3,04,0431,42,,9,6,9,1193560.1753,1838359.916765,41.711414708,-87.566742909,"(41.71141470849447, -87.56674290939736)",25,48,21202,252,37,5
SR22-01690787,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 09:23:56 AM,10/21/2022 03:51:35 PM,10/21/2022 03:51:35 PM,6729 S CAMPBELL AVE,,,60629,6729,S,CAMPBELL,AVE,false,false,,,66,17,,J038,3,08,0832,8,,9,6,9,1160954.271441,1859819.026165,41.771036428,-87.685562107,"(41.77103642815016, -87.68556210738565)",58,64,21867,383,31,16
SR22-01688382,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/22/2022 06:08:39 PM,12/14/2022 11:15:10 AM,12/14/2022 11:15:10 AM,3018 W HOLLYWOOD AVE,,,60659,3018,W,HOLLYWOOD,AVE,false,false,,,2,50,,I008,1,20,2011,29,,18,5,9,1155106.995202,1937799.686394,41.985142196,-87.704903253,"(41.98514219632374, -87.70490325301802)",50,20,4450,65,24,50
SR22-01686718,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/22/2022 02:03:55 PM,10/20/2022 11:26:18 AM,10/20/2022 11:26:18 AM,4171 W 24TH PL,,,60623,4171,W,24TH,PL,false,false,,,30,22,,F027,1,10,1013,17,,14,5,9,1148911.004885,1887320.92634,41.846746131,-87.728999961,"(41.846746131495735, -87.7289999612219)",57,32,21569,194,28,22
SR22-01683753,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/22/2022 08:58:36 AM,02/14/2023 02:19:24 PM,02/14/2023 02:19:24 PM,5803 S WOOD ST,,,60636,5803,S,WOOD,ST,false,false,,,67,15,,L035,1,07,0715,17,,8,5,9,1165421.641857,1866156.039496,41.788332516,-87.669006841,"(41.78833251569875, -87.66900684060995)",23,65,22257,385,3,15
SR22-01681207,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/21/2022 04:57:50 PM,11/04/2022 10:46:39 AM,11/04/2022 10:46:39 AM,441 W 110TH PL,,,60628,441,W,110TH,PL,false,false,,,49,34,,O048,3,22,2233,36,,16,4,9,1175114.846653,1831547.280517,41.693150615,-87.634496115,"(41.69315061479455, -87.63449611525432)",19,45,21861,525,22,21
SR22-01680337,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,09/21/2022 03:01:14 PM,10/19/2022 03:36:44 PM,10/19/2022 03:36:44 PM,8101 S ARTESIAN AVE,,,60652,8101,S,ARTESIAN,AVE,false,false,,,70,18,,J041,3,08,0835,14,,15,4,9,1161516.642673,1850818.78916,41.746326807,-87.683749767,"(41.74632680669444, -87.6837497669294)",8,69,4300,243,30,18
SR22-01679666,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/21/2022 01:41:40 PM,09/21/2022 03:16:46 PM,09/21/2022 03:16:46 PM,6113 S NASHVILLE AVE,,,60638,6113,S,NASHVILLE,AVE,false,false,,,64,13,,Z136,1,08,0812,31,,13,4,9,1133533.143169,1863197.039363,41.780829114,-87.786001117,"(41.78082911410131, -87.78600111699166)",7,62,22268,335,15,13
SR22-01678964,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/21/2022 12:24:03 PM,10/19/2022 03:21:06 PM,10/19/2022 03:21:06 PM,8229 S CALUMET AVE,,,60619,8229,S,CALUMET,AVE,false,false,,,44,6,,Q041,3,06,0631,1,,12,4,9,1180079.4122,1850393.810008,41.744755939,-87.615744811,"(41.744755939012016, -87.61574481096565)",61,40,21546,406,32,4
SR22-01675159,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 07:23:54 PM,09/21/2022 11:33:58 AM,09/21/2022 11:33:58 AM,2635 N RACINE AVE,,,60614,2635,N,RACINE,AVE,false,false,,,7,43,,N016,3,19,1932,2,,19,3,9,1167927.859532,1917789.251991,41.929964981,-87.658329077,"(41.92996498108882, -87.65832907723787)",16,68,21190,795,34,43
SR22-01673817,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Canceled,Alderman's Office,09/20/2022 03:44:09 PM,09/21/2022 08:41:47 AM,09/21/2022 08:41:47 AM,7305 S CAMPBELL AVE,,,60629,7305,S,CAMPBELL,AVE,false,false,,,66,18,,J039,3,08,0835,33,,15,3,9,1161051.453094,1856094.171142,41.760812876,-87.685308741,"(41.760812876262975, -87.68530874082053)",58,64,21867,333,30,18
SR22-01673813,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/20/2022 03:43:43 PM,09/21/2022 11:26:08 AM,09/21/2022 11:26:08 AM,7301 S CAMPBELL AVE,,,60629,7301,S,CAMPBELL,AVE,false,false,,,66,18,,J039,3,08,0835,33,,15,3,9,1161047.455627,1856123.688387,41.760893959,-87.685322577,"(41.760893958574826, -87.68532257689888)",58,64,21867,333,30,18
SR22-01673611,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 03:26:24 PM,10/20/2022 09:42:49 AM,10/20/2022 09:42:49 AM,5650 N KERBS AVE,,,60646,5650,N,KERBS,AVE,false,false,,,12,39,,E008,1,17,1711,4,,15,3,9,1143812.222172,1937410.479673,41.984294078,-87.746454644,"(41.984294078129956, -87.74645464413943)",18,12,22532,713,38,39
SR22-01672544,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 01:58:06 PM,09/21/2022 10:02:10 AM,09/21/2022 10:02:10 AM,848 N MAPLEWOOD AVE,,,60622,848,N,MAPLEWOOD,AVE,false,false,,,24,26,,J020,1,12,1211,3,,13,3,9,1159146.726078,1905782.382523,41.89720237,-87.69092793,"(41.89720236961524, -87.69092793024289)",4,25,21560,542,49,36
SR22-01671083,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 11:26:45 AM,09/21/2022 09:42:56 AM,09/21/2022 09:42:56 AM,5045 N NATCHEZ AVE,,,60656,5045,N,NATCHEZ,AVE,false,false,,,10,45,,Z110,1,16,1613,47,,11,3,9,1132312.122483,1933348.767028,41.973356793,-87.788846116,"(41.973356792845685, -87.7888461163756)",31,36,4448,700,50,41
SR22-01670884,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/20/2022 11:01:07 AM,12/14/2022 11:15:56 AM,12/14/2022 11:15:56 AM,3335 N KEATING AVE,,,60641,3335,N,KEATING,AVE,false,false,,,15,30,,E014,3,17,1731,27,,11,3,9,1144322.917145,1921912.631982,41.941757104,-87.744967747,"(41.9417571040101, -87.74496774721885)",21,15,22618,115,21,30
SR22-01670408,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 10:10:51 AM,09/21/2022 08:44:05 AM,09/21/2022 08:44:05 AM,4310 S DREXEL BLVD,,,60653,4310,S,DREXEL,BLVD,false,false,,,39,4,,S032,2,02,0221,29,,10,3,9,1182909.197611,1876553.151441,41.81647435,-87.604563841,"(41.81647434951127, -87.60456384118636)",36,5,4301,398,10,9
SR22-01670336,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 10:03:53 AM,10/24/2022 03:44:53 PM,10/24/2022 03:44:53 PM,6206 S TROY ST,,,60629,6206,S,TROY,ST,false,false,,,66,16,,I036,2,08,0823,35,,10,3,9,1156308.938865,1863235.114252,41.780505433,-87.702498488,"(41.78050543325448, -87.70249848832691)",58,64,21867,182,2,14
SR22-01669601,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 08:45:02 AM,09/21/2022 08:44:12 AM,09/21/2022 08:44:12 AM,4306 S DREXEL BLVD,,,60653,4306,S,DREXEL,BLVD,false,false,,,39,4,,S032,2,02,0221,29,,8,3,9,1182908.167973,1876591.983012,41.81658093,-87.60456641,"(41.81658093019271, -87.60456641003435)",36,5,4301,398,10,9
SR22-01667930,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/19/2022 08:13:36 PM,12/14/2022 11:17:07 AM,12/14/2022 11:17:07 AM,2649 W RASCHER AVE,,,60625,2649,W,RASCHER,AVE,false,false,,,4,40,,J009,1,20,2011,1,,20,2,9,1157495.042369,1936010.772361,41.980184915,-87.696169145,"(41.980184915187124, -87.69616914547069)",20,6,21849,29,24,40
SR22-01666787,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Mobile Device,09/19/2022 04:38:57 PM,12/14/2022 11:17:27 AM,12/14/2022 11:17:27 AM,6516 S ALBANY AVE,,,60629,6516,S,ALBANY,AVE,false,false,,,66,15,,I037,3,08,0831,12,,16,2,9,1156771.392338,1861169.538642,41.774827866,-87.700858734,"(41.77482786602997, -87.70085873437036)",58,64,21867,382,31,15
SR22-01664943,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Internet,09/19/2022 01:35:57 PM,09/23/2022 12:55:45 PM,09/23/2022 12:55:45 PM,2845 W BERWYN AVE,,,60625,2845,W,BERWYN,AVE,false,false,,,4,40,,I009,1,20,2011,34,,13,2,9,1156234.041846,1934990.136135,41.977409883,-87.700834364,"(41.97740988259001, -87.70083436430912)",20,6,21849,620,24,39
SR22-01664480,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/19/2022 12:54:38 PM,09/20/2022 09:45:13 AM,09/20/2022 09:45:13 AM,3116 N OCTAVIA AVE,,,60707,3116,N,OCTAVIA,AVE,false,false,,,17,29,,X115,1,25,2511,29,,12,2,9,1126797.093787,1920024.634789,41.936888233,-87.809426137,"(41.93688823272219, -87.80942613665988)",51,17,4454,424,7,29
SR22-01664453,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/19/2022 12:51:46 PM,09/20/2022 09:40:35 AM,09/20/2022 09:40:35 AM,10714 S SPAULDING AVE,,,60655,10714,S,SPAULDING,AVE,false,false,,,74,19,,H048,1,22,2211,8,,12,2,9,1156171.157879,1833284.008927,41.698317355,-87.703806863,"(41.69831735450039, -87.7038068628404)",33,73,4447,369,42,19
SR22-01662386,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/19/2022 08:36:23 AM,09/19/2022 10:44:36 AM,09/19/2022 10:44:36 AM,7931 S WABASH AVE,,,60619,7931,S,WABASH,AVE,false,false,,,44,6,,Q041,2,06,0623,41,,8,2,9,1178188.142005,1852311.288309,41.750060797,-87.622616605,"(41.750060797127446, -87.62261660548279)",61,40,21546,406,32,4
SR22-01661390,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/18/2022 10:29:49 PM,12/14/2022 11:17:48 AM,12/14/2022 11:17:48 AM,1803 W HURON ST,,,60622,1803,W,HURON,ST,false,false,,,24,36,,L021,2,12,1221,33,,22,1,9,1164222.403232,1904709.238426,41.894151778,-87.672316061,"(41.89415177844097, -87.67231606066639)",4,25,21560,519,41,36
SR22-01658897,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/18/2022 10:40:27 AM,09/19/2022 09:57:27 AM,09/19/2022 09:57:27 AM,7140 N ODELL AVE,,,60631,7140,N,ODELL,AVE,false,false,,,9,41,,X105,1,16,1611,44,,10,1,9,1126139.001879,1947022.071084,42.010983104,-87.811240078,"(42.01098310440343, -87.81124007785657)",17,77,22243,654,29,41
SR22-01658891,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/18/2022 10:38:22 AM,12/14/2022 11:18:09 AM,12/14/2022 11:18:09 AM,8950 S LEAVITT ST,,,60620,8950,S,LEAVITT,ST,false,false,,,72,19,,K043,2,22,2221,56,,10,1,9,1163179.141743,1845052.789024,41.730469411,-87.67781889,"(41.73046941132618, -87.67781888963901)",59,71,22212,627,42,19
SR22-01651943,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/16/2022 04:38:17 PM,12/14/2022 11:18:23 AM,12/14/2022 11:18:23 AM,6111 W NEWPORT AVE,,,60634,6111,W,NEWPORT,AVE,false,false,,,17,30,,A014,3,16,1633,18,,16,6,9,1134957.931448,1922223.24364,41.942780683,-87.77938115,"(41.942780683345106, -87.77938114963209)",52,17,22254,459,44,30
SR22-01651905,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Mobile Device,09/16/2022 04:32:03 PM,12/14/2022 11:18:44 AM,12/14/2022 11:18:44 AM,1310 N MENARD AVE,,,60651,1310,N,MENARD,AVE,false,false,,,25,29,,B019,3,25,2531,41,,16,6,9,1137432.008257,1908205.96857,41.904271466,-87.770625673,"(41.90427146555481, -87.77062567296888)",5,26,4299,565,7,29
SR22-01651050,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,09/16/2022 02:38:40 PM,09/19/2022 09:43:34 AM,,1845 N MCVICKER AVE,,,60639,1845,N,MCVICKER,AVE,false,false,,,25,29,,A018,1,25,2513,36,,14,6,9,1135746.90385,1911833.037449,41.914254753,-87.776729158,"(41.914254752796104, -87.77672915842122)",2,26,22615,597,7,29
SR22-01650318,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Phone Call,09/16/2022 01:20:21 PM,09/26/2023 12:47:12 PM,09/26/2023 12:47:12 PM,3840 N ODELL AVE,,,60634,3840,N,ODELL,AVE,false,false,,,17,38,,X113,3,16,1631,13,,13,6,9,1126309.203135,1924810.732255,41.950030035,-87.81111208,"(41.95003003453539, -87.8111120802231)",52,17,22254,392,19,38
SR22-01649246,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/16/2022 11:18:08 AM,09/19/2022 09:18:36 AM,09/19/2022 09:18:36 AM,5147 S MELVINA AVE,,,60638,5147,S,MELVINA,AVE,false,false,,,56,14,,A034,1,08,0811,4,,11,6,9,1135991.143436,1869612.288106,41.798390425,-87.776837167,"(41.798390424726314, -87.77683716652275)",7,53,22268,587,8,23
SR22-01648146,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/16/2022 09:11:42 AM,09/16/2022 11:42:10 AM,09/16/2022 11:42:10 AM,11517 S OAKLEY AVE,,,60643,11517,S,OAKLEY,AVE,false,false,,,75,19,,K050,1,22,2212,20,,9,6,9,1162962.243704,1828092.207769,41.683931227,-87.679085514,"(41.68393122697831, -87.67908551420423)",13,74,22212,378,42,19
SR22-01646735,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/15/2022 11:53:10 PM,09/26/2023 12:50:49 PM,09/26/2023 12:50:49 PM,637 E 50TH ST,,,60615,637,E,50TH,ST,false,false,,,38,20,,R033,2,02,0223,3,,23,5,9,1181492.17232,1871996.963388,41.804004663,-87.609902444,"(41.804004662949424, -87.60990244433998)",10,4,21192,165,10,20
SR22-01645600,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/15/2022 06:30:52 PM,09/16/2022 08:02:48 AM,09/16/2022 08:02:48 AM,7530 N CLAREMONT AVE,,,60645,7530,N,CLAREMONT,AVE,false,false,,,2,49,,K004,1,24,2411,21,,18,5,9,1159262.344609,1949961.677563,42.018430437,-87.689283745,"(42.01843043669496, -87.68928374506045)",12,20,22528,341,5,49
SR22-01645469,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/15/2022 05:57:59 PM,12/14/2022 11:19:06 AM,12/14/2022 11:19:06 AM,1202 W ALTGELD ST,,,60614,1202,W,ALTGELD,ST,false,false,,,7,32,,M016,3,19,1932,18,,17,5,9,1167830.737868,1916758.736617,41.92713929,-87.658715767,"(41.92713929042996, -87.65871576725321)",16,68,21190,796,34,32
SR22-01641341,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/15/2022 10:19:08 AM,12/14/2022 11:19:15 AM,12/14/2022 11:19:15 AM,6423 S INGLESIDE AVE,,,60637,6423,S,INGLESIDE,AVE,false,false,,,42,20,,S037,1,03,0314,9,,10,5,9,1183908.01553,1862512.476064,41.777922288,-87.601338571,"(41.77792228823757, -87.60133857090813)",60,9,22260,347,4,20
SR22-01640478,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Open,Phone Call,09/15/2022 08:41:57 AM,10/19/2022 02:41:22 PM,,9956 S CHARLES ST,,,,9956,S,CHARLES,ST,false,false,,,72,19,,M046,1,22,2213,28,,8,5,9,1167749.417605134,1838476.742793852,41.712327001,-87.6612645,"(41.71232700093985, -87.66126450000192)",13,71,22212,628,42,19
SR22-01638297,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,09/14/2022 06:12:59 PM,09/15/2022 10:57:07 AM,,7316 S ARTESIAN AVE,,,60629,7316,S,ARTESIAN,AVE,false,false,,,66,18,,J039,3,08,0835,33,,18,4,9,1161224.447243,1855949.639374,41.760412682,-87.684678699,"(41.76041268190283, -87.684678698657)",58,64,21867,333,30,18
SR22-01636937,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Canceled,Alderman's Office,09/14/2022 02:53:51 PM,12/14/2022 11:19:47 AM,12/14/2022 11:19:47 AM,11127 S AVENUE E,,,60617,11127,S,AVENUE E,,false,false,,,52,10,,Z049,3,04,0433,19,,14,4,9,1203882.641366,1831683.789816,41.692836475,-87.529168784,"(41.69283647524174, -87.52916878362088)",25,49,21202,552,47,6
SR22-01636233,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/14/2022 01:38:48 PM,09/15/2022 10:04:19 AM,09/15/2022 10:04:19 AM,11120 S AVENUE E,,,60617,11120,S,AVENUE E,,false,false,,,52,10,,Z049,3,04,0433,19,,13,4,9,1203710.832862,1831726.913594,41.69295921,-87.529796317,"(41.69295921039118, -87.52979631675079)",25,49,21202,552,47,6
SR22-01629032,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/13/2022 02:08:14 PM,09/14/2022 02:57:45 PM,09/14/2022 02:57:45 PM,2122 W TAYLOR ST,,,60612,2122,W,TAYLOR,ST,false,false,,,28,27,,K024,2,12,1225,10,,14,3,9,1162338.775297,1895731.055919,41.869554484,-87.67948525,"(41.869554483785805, -87.67948525029419)",28,29,21184,5,46,27
SR22-01627342,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Mobile Device,09/13/2022 11:10:20 AM,09/14/2022 02:56:36 PM,09/14/2022 02:56:36 PM,1326 W ALBION AVE,,,60626,1326,W,ALBION,AVE,false,false,,,1,49,,M006,3,24,2432,12,,11,3,9,1165983.142354,1944283.630317,42.002708349,-87.664715611,"(42.00270834933013, -87.664715610656)",9,10,21853,47,5,49
SR22-01626497,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Phone Call,09/13/2022 09:32:50 AM,09/13/2022 10:08:24 AM,09/13/2022 10:08:24 AM,2805 W LUNT AVE,,,60645,2805,W,LUNT,AVE,false,false,,,2,50,,I005,1,24,2411,11,,9,3,9,1156365.011298,1946298.487128,42.008437844,-87.70004519,"(42.008437844108784, -87.70004519040465)",12,20,22528,32,27,50
SR22-01625530,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/13/2022 07:17:35 AM,12/14/2022 11:20:15 AM,12/14/2022 11:20:15 AM,1048 W 104TH ST,,,60643,1048,W,104TH,ST,false,false,,,73,21,,N047,3,22,2232,35,,7,3,9,1170966.246307,1835925.312782,41.705255983,-87.649557722,"(41.70525598298763, -87.64955772157496)",13,72,22212,595,22,21
SR22-01623369,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,09/12/2022 06:05:02 PM,12/02/2022 01:05:25 PM,,2340 W OHIO ST,,,60612,2340,W,OHIO,ST,false,false,,,24,36,,K021,2,12,1221,28,,18,2,9,1160526.089842,1904019.950207,41.892337654,-87.68591056,"(41.892337654438606, -87.68591055989772)",28,25,21184,546,49,36
SR22-01622007,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/12/2022 03:10:11 PM,10/21/2022 03:49:57 PM,10/21/2022 03:49:57 PM,3730 N NEWCASTLE AVE,,,60634,3730,N,NEWCASTLE,AVE,false,false,,,17,38,,Y113,3,16,1632,16,,15,2,9,1129989.502658,1924176.162252,41.948226371,-87.797597988,"(41.94822637114388, -87.79759798818968)",52,17,22254,444,19,38
SR22-01621178,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/12/2022 01:51:34 PM,09/13/2022 09:48:36 AM,09/13/2022 09:48:36 AM,833 W 35TH PL,,,60609,833,W,35TH,PL,false,false,,,60,11,,N030,1,09,0915,25,,13,2,9,1171188.01369,1881201.669158,41.82949507,-87.647423467,"(41.82949506957508, -87.6474234674186)",37,58,14924,172,48,7
SR22-01621077,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/12/2022 01:41:51 PM,10/19/2022 03:26:44 PM,10/19/2022 03:26:44 PM,4550 W 87TH ST,,,60652,4550,W,87TH,ST,false,false,,,70,18,,E042,3,08,0834,28,,13,2,9,1147391.144679,1846553.288271,41.734902456,-87.735618054,"(41.73490245586643, -87.73561805403365)",8,69,4300,197,30,18
SR22-01619173,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/12/2022 10:23:44 AM,09/13/2022 09:25:37 AM,09/13/2022 09:25:37 AM,2712 W MORSE AVE,,,60645,2712,W,MORSE,AVE,false,false,,,2,50,,J005,1,24,2411,34,,10,2,9,1156917.686227,1945753.868924,42.006932156,-87.698026623,"(42.00693215553163, -87.69802662337109)",12,20,22528,42,27,50
