SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-01818864,Wage Complaint,MWC,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/15/2022 04:35:22 AM,12/06/2022 10:53:29 AM,12/06/2022 10:53:29 AM,4020 W WILSON AVE,,,60630,4020,W,WILSON,AVE,false,false,,,14,39,,F011,2,17,1722,31,,4,7,10,1148684.844246,1930125.45393,41.964210456,-87.728722739,"(41.964210455995584, -87.72872273894968)",48,14,21869,257,38,39
SR22-01802132,Wage Complaint,MWC,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/12/2022 12:03:19 PM,10/19/2022 10:04:44 AM,10/19/2022 10:04:44 AM,51 W 79TH ST,,,60620,51,W,79TH,ST,false,false,,,44,17,,P041,2,06,0623,21,,12,4,10,1177084.942502,1852488.939,41.750573227,-87.626653843,"(41.75057322705901, -87.62665384286593)",59,40,21554,1,31,17
SR22-01797207,Wage Complaint,MWC,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/11/2022 02:58:28 PM,12/06/2022 10:40:43 AM,12/06/2022 10:40:43 AM,1136 S DELANO CT,,,60605,1136,S,DELANO,CT,false,false,,,32,34,,P024,2,01,0123,21,,14,3,10,1174998.025268,1895335.535505,41.868195147,-87.633021821,"(41.86819514694622, -87.63302182120086)",35,38,14917,12,26,34
SR22-01795639,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/11/2022 11:49:36 AM,10/11/2022 01:09:05 PM,10/11/2022 01:09:05 PM,51 W 87TH ST,,,60620,51,W,87TH,ST,false,false,,,44,21,,P043,3,06,0634,44,,11,3,10,1177293.374097,1847266.538888,41.736237622,-87.626047351,"(41.736237622340724, -87.62604735079883)",59,40,21554,1,13,21
SR22-01779571,Wage Complaint,MWC,,BACP - Business Affairs and Consumer Protection,Completed,Internet,10/07/2022 10:56:32 PM,10/12/2022 10:06:33 AM,10/12/2022 10:06:33 AM,5200 N ASHLAND AVE,,,60640,5200,N,ASHLAND,AVE,false,false,,,77,40,,L009,1,20,2012,31,,22,6,10,1164594.907757,1934749.916387,41.976577192,-87.67009443,"(41.97657719197977, -87.67009442965136)",15,76,22616,564,24,40
SR22-01771212,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/06/2022 03:53:32 PM,11/01/2022 10:55:25 AM,11/01/2022 10:55:25 AM,1221 W 47TH ST,,,60609,1221,W,47TH,ST,false,false,,,61,20,,M033,3,09,0933,15,,15,5,10,1168892.920119,1873530.32079,41.808494072,-87.656065937,"(41.808494072348, -87.65606593665818)",37,59,14924,739,4,20
SR22-01757220,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/04/2022 03:26:22 PM,10/18/2022 12:32:48 PM,10/18/2022 12:32:48 PM,1 E 83RD ST,,,60619,1,E,83RD,ST,false,false,,,44,6,,Q042,3,06,0632,37,,15,3,10,1177861.277192,1849839.567936,41.743285504,-87.623889052,"(41.743285504035605, -87.62388905192049)",61,40,21546,406,32,4
SR22-01757096,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/04/2022 03:15:54 PM,10/18/2022 12:32:20 PM,10/18/2022 12:32:20 PM,1 E 83RD ST,,,60619,1,E,83RD,ST,false,false,,,44,6,,Q042,3,06,0632,37,,15,3,10,1177861.277192,1849839.567936,41.743285504,-87.623889052,"(41.743285504035605, -87.62388905192049)",61,40,21546,406,32,4
SR22-01757005,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/04/2022 03:06:03 PM,11/01/2022 11:20:13 AM,11/01/2022 11:20:13 AM,567 W LAKE ST,,,60661,567,W,LAKE,ST,false,false,,,28,42,,O022,2,01,0121,41,,15,3,10,1172407.600932,1901541.174466,41.885281439,-87.642348291,"(41.88528143859905, -87.64234829096422)",45,29,4452,784,36,34
SR22-01750894,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,10/03/2022 03:52:09 PM,10/03/2022 03:52:52 PM,,111 E DELAWARE PL,,,60611,111,E,DELAWARE,PL,false,false,,,8,42,,Q020,3,18,1833,34,,15,2,10,1176935.090624,1906639.469057,41.899170177,-87.625568292,"(41.899170177180295, -87.62556829232814)",6,37,21182,104,36,42
SR22-01750769,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/03/2022 03:36:22 PM,04/06/2023 12:22:20 PM,04/06/2023 12:22:20 PM,4309 S MORGAN ST,,,60609,4309,S,MORGAN,ST,false,false,,,61,11,,N032,2,09,0925,31,,15,2,10,1170670.74518,1875918.039279,41.815007588,-87.6494756,"(41.81500758822258, -87.6494756003478)",37,59,14924,123,48,7
SR22-01738742,Wage Complaint,MWC,,BACP - Business Affairs and Consumer Protection,Completed,Internet,10/01/2022 08:10:20 AM,12/06/2022 09:43:35 AM,12/06/2022 09:43:35 AM,3258 N SHEFFIELD AVE,,,60657,3258,N,SHEFFIELD,AVE,false,false,,,6,44,,N014,2,19,1924,39,,8,7,10,1168931.846814,1922045.074981,41.941621409,-87.654515875,"(41.94162140936535, -87.65451587514325)",22,57,4449,710,25,44
SR22-01727236,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 12:11:14 PM,09/29/2022 12:12:42 PM,09/29/2022 12:12:42 PM,121 N LA SALLE ST,,,60602,121,N,LA SALLE,ST,false,false,,,32,42,,P022,2,01,0122,10,,12,5,9,1175123.67269,1900995.500905,41.883723632,-87.632390857,"(41.88372363239417, -87.63239085658552)",41,38,14310,92,36,42
SR22-01727193,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 12:05:49 PM,09/29/2022 12:07:26 PM,09/29/2022 12:07:26 PM,121 N LA SALLE ST,,,60602,121,N,LA SALLE,ST,false,false,,,32,42,,P022,2,01,0122,10,,12,5,9,1175123.67269,1900995.500905,41.883723632,-87.632390857,"(41.88372363239417, -87.63239085658552)",41,38,14310,92,36,42
SR22-01726292,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 10:11:41 AM,10/11/2022 09:21:52 AM,10/11/2022 09:21:52 AM,8653 S STATE ST,,,60619,8653,S,STATE,ST,false,false,,,44,6,,Q042,3,06,0632,29,,10,5,9,1177916.562013,1847414.182392,41.736628698,-87.62375976,"(41.736628697870906, -87.6237597603496)",61,40,21546,428,32,4
SR22-01726090,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 09:51:30 AM,11/07/2022 03:19:29 PM,11/07/2022 03:19:29 PM,2248 W CERMAK RD,,,60608,2248,W,CERMAK,RD,false,false,,,31,25,,K026,3,12,1234,8,,9,5,9,1161523.391733,1889411.037417,41.852228737,-87.682654596,"(41.85222873667399, -87.68265459629392)",43,33,14920,4,26,25
SR22-01725996,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Walk-in,09/29/2022 09:41:25 AM,08/24/2023 03:57:37 PM,08/24/2023 03:57:37 PM,2055 W BALMORAL AVE,,,60625,2055,W,BALMORAL,AVE,false,false,,,4,40,,K009,1,20,2012,23,,9,5,9,1161452.741701,1935765.820355,41.97943105,-87.681621055,"(41.97943105044935, -87.68162105465139)",20,6,21849,664,24,40
SR22-01716509,Wage Complaint,MWC,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,09/27/2022 05:21:54 PM,07/21/2023 02:54:16 PM,09/30/2022 04:53:06 PM,655 W IRVING PARK RD,,,60613,655,W,IRVING PARK,RD,false,false,,,6,46,,O013,2,19,1925,18,,17,3,9,1170998.728527,1926693.899103,41.954332787,-87.646782428,"(41.95433278724433, -87.64678242831803)",53,57,21186,690,39,46
SR22-01715944,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:55:27 PM,09/27/2022 03:56:10 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715916,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:52:22 PM,09/27/2022 03:53:37 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715894,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:48:58 PM,09/27/2022 03:49:47 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715847,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:44:21 PM,09/27/2022 03:45:47 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715807,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:40:00 PM,09/27/2022 03:41:12 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715761,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:34:31 PM,09/27/2022 03:35:19 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715745,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:31:46 PM,09/27/2022 03:32:28 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01715732,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 03:29:03 PM,09/27/2022 03:30:02 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,15,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01714850,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 01:49:23 PM,09/27/2022 01:50:00 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,13,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01714814,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 01:46:15 PM,09/27/2022 01:47:19 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,13,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01714727,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 01:40:39 PM,09/27/2022 01:41:24 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,13,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01714645,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 01:32:46 PM,09/27/2022 01:33:43 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,13,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01714564,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 01:26:35 PM,09/27/2022 01:29:08 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,13,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713949,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:22:29 PM,09/27/2022 12:23:25 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713936,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:19:48 PM,09/27/2022 12:20:26 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713905,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:16:46 PM,09/27/2022 12:17:58 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713875,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:13:17 PM,09/27/2022 12:15:05 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713851,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:09:44 PM,09/27/2022 12:11:23 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01713829,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/27/2022 12:05:55 PM,09/27/2022 12:07:11 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,3,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01699155,Wage Complaint,MWC,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/24/2022 06:44:39 PM,12/06/2022 09:21:12 AM,12/06/2022 09:21:12 AM,2422 N SPRINGFIELD AVE,,,60647,2422,N,SPRINGFIELD,AVE,false,false,,,22,35,,G016,2,25,2524,39,,18,7,9,1149964.165919,1915933.221682,41.925240969,-87.724389715,"(41.925240968560296, -87.72438971475064)",1,23,22535,186,17,35
SR22-01697814,Wage Complaint,MWC,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/24/2022 01:31:22 PM,12/06/2022 08:24:06 AM,12/06/2022 08:24:06 AM,51 W 79TH ST,,,60620,51,W,79TH,ST,false,false,,,44,17,,P041,2,06,0623,21,,13,7,9,1177084.942502,1852488.939,41.750573227,-87.626653843,"(41.75057322705901, -87.62665384286593)",59,40,21554,1,31,17
SR22-01692114,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:59:34 AM,09/23/2022 12:05:22 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01692033,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:50:54 AM,09/23/2022 11:51:41 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691999,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:44:25 AM,09/23/2022 11:45:54 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691930,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:34:37 AM,09/23/2022 11:36:16 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691873,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:28:58 AM,09/23/2022 11:30:11 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691801,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:22:34 AM,09/23/2022 11:24:05 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691741,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:13:26 AM,09/23/2022 11:14:45 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691689,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 11:06:04 AM,09/23/2022 11:08:53 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,11,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691636,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 10:58:24 AM,09/23/2022 10:59:55 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,10,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691584,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 10:54:07 AM,09/23/2022 10:55:22 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,10,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691478,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 10:42:03 AM,09/23/2022 10:44:09 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,10,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01691190,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/23/2022 10:08:21 AM,09/23/2022 10:09:17 AM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,10,6,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687984,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 04:53:39 PM,09/22/2022 04:54:17 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,16,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687967,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 04:50:18 PM,09/22/2022 04:51:23 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,16,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687948,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 04:46:19 PM,09/22/2022 04:47:01 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,16,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687923,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 04:42:50 PM,09/22/2022 04:43:44 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,16,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687909,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 04:39:29 PM,09/22/2022 04:40:16 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,16,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01687284,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,Phone Call,09/22/2022 03:06:37 PM,12/06/2022 09:08:09 AM,,1510 N CICERO AVE,,,60651,1510,N,CICERO,AVE,false,false,,,25,37,,D019,3,25,2533,22,,15,5,9,1144095.861295,1909677.777598,41.90818771,-87.746110235,"(41.908187710089805, -87.74611023491471)",5,26,22615,600,45,37
SR22-01686144,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 12:56:10 PM,09/22/2022 01:00:30 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01686106,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 12:52:05 PM,09/22/2022 12:52:53 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01686071,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,09/22/2022 12:47:10 PM,09/22/2022 12:48:07 PM,,900 E GRAND AVE,,,60611,900,E,GRAND,AVE,false,false,,,8,42,,,3,18,1834,11,,12,5,9,1183168.466833,1904002.256724,41.891790179,-87.6027561,"(41.891790179238214, -87.60275610019846)",6,37,21182,534,36,42
SR22-01680700,Wage Complaint,MWC,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,09/21/2022 03:44:21 PM,11/21/2022 03:10:25 PM,11/21/2022 03:10:25 PM,113 W HUBBARD ST,,,60654,113,W,HUBBARD,ST,false,false,,,8,42,,P021,3,18,1831,32,,15,4,9,1175288.542897,1903211.336353,41.889800314,-87.631718918,"(41.8898003142017, -87.63171891770892)",55,37,4446,670,36,42
